lr
0.0001
0.000105
0.00011000000000000002
0.00011499999999999999
0.00012
0.000125
0.00013000000000000002
0.00013500000000000003
0.00014
0.000145
0.00015000000000000001
0.000155
0.00016
0.000165
0.00017
0.000175
0.00018
0.00018500000000000002
0.00019
0.000195
0.0002
0.0002
0.00019998766324816607
0.00019995065603657316
0.00019988898749619702
0.00019980267284282717
0.0001996917333733128
0.000199556196460308
0.000199396095545518
0.0001992114701314478
0.00019900236577165574
0.00019876883405951377
0.00019851093261547738
0.00019822872507286888
0.00019792228106217658
0.00019759167619387476
0.00019723699203976768
0.00019685831611286313
0.00019645574184577985
0.00019602936856769437
0.00019557930147983305
0.0001951056516295154
0.00019460853588275457
0.0001940880768954226
0.0001935444030829868
0.0001929776485888252
0.00019238795325112872
0.00019177546256839815
0.00019114032766354456
0.00019048270524660199
0.0001898027575760616
0.00018910065241883683
0.00018837656300886942
0.00018763066800438642
0.00018686315144381919
0.00018607420270039441
0.00018526401643540927
0.00018443279255020157
0.0001835807361368271
0.00018270805742745622
0.0001818149717425024
0.0001809016994374948
0.00017996846584870913
0.0001790155012375691
0.00017804304073383304
0.000177051324277579
0.0001760405965600032
0.00017501110696304604
0.00017396310949786104
0.00017289686274214123
0.00017181262977631896
0.0001707106781186548
0.00016959127965923148
0.00016845471059286893
0.00016730125135097737
0.00016613118653236524
0.0001649448048330184
0.00016374239897486902
0.00016252426563357058
0.00016129070536529771
0.00016004202253258848
0.0001587785252292474
0.00015750052520432792
0.00015620833778521315
0.00015490228179981325
0.00015358267949789971
0.00015224985647159495
0.0001509041415750372
0.00014954586684324083
0.00014817536741017158
0.00014679298142605742
0.00014539904997395477
0.00014399391698559157
0.00014257792915650734
0.00014115143586051096
0.00013971478906347814
0.00013826834323650908
0.0001368124552684679
0.0001353474843779258
0.00013387379202452925
0.00013239174181981503
0.00013090169943749482
0.00012940403252323048
0.00012789911060392302
0.00012638730499653735
0.00012486898871648554
0.00012334453638559062
0.00012181432413965435
0.00012027872953565135
0.00011873813145857257
0.00011719291002794102
0.00011564344650402317
0.00011409012319375836
0.00011253332335643053
0.00011097343110910461
0.00010941083133185151
0.00010784590957278459
0.00010627905195293144
0.00010471064507096434
0.00010314107590781291
0.00010157073173118215
0.00010000000000000007
9.842926826881802e-05
9.685892409218724e-05
9.52893549290358e-05
9.372094804706872e-05
9.215409042721559e-05
9.058916866814863e-05
8.902656889089554e-05
8.746667664356964e-05
8.590987680624182e-05
8.435655349597699e-05
8.280708997205911e-05
8.126186854142761e-05
7.972127046434884e-05
7.818567586034585e-05
7.665546361440952e-05
7.513101128351459e-05
7.361269500346278e-05
7.210088939607715e-05
7.059596747676969e-05
6.909830056250537e-05
6.760825818018512e-05
6.612620797547093e-05
6.465251562207437e-05
6.318754473153229e-05
6.173165676349111e-05
6.028521093652199e-05
5.884856413948919e-05
5.74220708434928e-05
5.6006083014408545e-05
5.460095002604539e-05
5.320701857394274e-05
5.182463258982851e-05
5.045413315675929e-05
4.909585842496292e-05
4.7750143528405166e-05
4.641732050210036e-05
4.5097718200186855e-05
4.3791662214786975e-05
4.249947479567219e-05
4.1221474770752745e-05
3.9957977467411655e-05
3.870929463470238e-05
3.747573436642952e-05
3.625760102513106e-05
3.505519516698168e-05
3.386881346763486e-05
3.269874864902269e-05
3.154528940713116e-05
3.04087203407686e-05
2.9289321881345285e-05
2.818737022368116e-05
2.7103137257858895e-05
2.6036890502139048e-05
2.4988893036954067e-05
2.3959403439996934e-05
2.294867572242111e-05
2.1956959266167064e-05
2.0984498762430978e-05
2.003153415129096e-05
1.9098300562505283e-05
1.8185028257497687e-05
1.7291942572543845e-05
1.641926386317301e-05
1.556720744979853e-05
1.4735983564590818e-05
1.3925797299605636e-05
1.313684855618088e-05
1.2369331995613651e-05
1.1623436991130663e-05
1.089934758116323e-05
1.0197242423938455e-05
9.517294753398073e-06
8.859672336455501e-06
8.224537431601915e-06
7.6120467488713545e-06
7.022351411174871e-06
6.455596917013267e-06
5.911923104577459e-06
